例词id,例词,读音,用法id,词性,词义,例句id,例句,出处,释义,合集
czss87,食,,2,,粮食，食物,3,便要还家，设酒杀鸡作食。,《桃花源记》,就邀请他回到家里，摆酒杀鸡做饭招待他。,中考实词合集
czss87,食,,2,,粮食，食物,4,一箪食，一豆羹。,《鱼我所欲也》,一竹筒饭，一碗汤。,中考实词合集
czss87,食,,2,,粮食，食物,5,衣食所安，弗敢专也，必以分人。,《曹刿论战》,衣服食物这些用来安身的东西，我不敢独自享用，一定拿来分给别人。,中考实词合集
czss87,食,,3,,供养，给……吃,1,食之不能尽其材。,《马说》,喂养它又不能使它充分发挥自己的才能。,中考实词合集
czss88,市,,1,,市场，集市,1,东市买骏马，西市买鞍荐。,《木兰诗》,到东边的市场买来骏马，到西边的市场买来鞍鞯和坐垫。,中考实词合集
czss88,市,,1,,市场，集市,2,百里奚举于市。,《生于忧患，死于安乐》,百里奚从市场中被选拔出来。,中考实词合集
czss88,市,,2,,买,1,愿为市鞍马，从此替爷征。,《木兰诗》,(我)愿意为此去买鞍鞯和马，从现在开始替父亲去出征。,中考实词合集
czss89,使,,1,,使唤，派遣,1,得一人之使，非得一人于井中也。,《穿井得一人》,是得到一个人的劳力，而不是在井里得到一个人。,中考实词合集
czss89,使,,1,,使唤，派遣,2,于是上乃使使持节诏将军。,《周亚夫军细柳》,于是皇上就派遣使者拿着符节去传达诏令给将军。,中考实词合集
czss89,使,,2,,让，叫，令；使得，致使,1,使弈秋诲二人弈。,《学弈》,让弈秋教两个人下棋。,中考实词合集
czss89,使,,2,,让，叫，令；使得，致使,2,必能使行阵和睦，优劣得所。,《出师表》,一定能使军队内部和睦，才能高的人和才能低的人都能得到适当的安排。,中考实词合集
czss89,使,,2,,让，叫，令；使得，致使,3,不宜偏私，使内外异法也。,《出师表》,不应该有所偏袒，使得宫内和宫外有不同的法令。,中考实词合集
czss89,使,,3,,出使,1,安陵君因使唐雎使于秦。,《唐雎不辱使命》,安陵君因此派遣唐雎出使到秦国。,中考实词合集
czss89,使,,4,,使节,1,于是上乃使使持节诏将军。,《周亚夫军细柳》,于是皇上就派遣使者拿着符节去传达诏令给将军。,中考实词合集
czss89,使,,5,,假使，纵使，即使,1,只使坠，亦不能有所中伤。,《杞人忧天》,即使它坠落下来，也不能砸伤什么。,中考实词合集
czss89,使,,5,,假使，纵使，即使,2,使人之所恶莫甚于死者，则凡可以辟患者何不为也?,《鱼我所欲也》,如果人们所厌恶的事情没有比死亡更严重的，那么凡是能够用来躲避祸患的方法，有什么理由不去做呢？,中考实词合集
czss90,孰,,1,,孰与和……比，哪一个更…………,1,我孰与城北徐公美?,《邹忌讽齐王纳谏》,我和城北的徐公比，谁更美？,中考实词合集
czss91,属,shǔ,1,,隶属，归属,1,壁门士吏谓从属车骑曰：“将军约，军中不得驱驰。”,《周亚夫军细柳》,军营门的军官对随从的车马说：“将军有令，军营中不许骑马奔驰。”,中考实词合集
czss91,属,shǔ,2,,类,1,忠之属也。,《曹刿论战》,这是尽了忠心的一类事情。,中考实词合集
czss91,属,shǔ,2,,类,2,有良田、美池、桑竹之属。,《桃花源记》,有肥沃的田地、美丽的池塘、桑树竹子之类。,中考实词合集
czss91,属,shǔ,3,,像，类似,1,神情与苏、黄不属。,《核舟记》,神情和苏轼、黄庭坚不像一类人。,中考实词合集
czss91,属,zhǔ,4,,通“嘱”，嘱托,1,属予作文以记之。,《岳阳楼记》,嘱托我写一篇文章来记述这件事。,中考实词合集
czss91,属,zhǔ,5,,连接,1,属引凄异，空谷传响。,《三峡》,接连不断，凄凉怪异，空旷的山谷里传来回声。,中考实词合集
czss92,数,shǔ,1,,计算,1,所宝以百数。,《书戴嵩画牛》,所珍藏的（名画）数以百计。,中考实词合集
czss92,数,shǔ,1,,计算,2,珠可历历数也。,《核舟记》,佛珠可以一粒一粒地数清楚。,中考实词合集
czss92,数,shù,2,,算术,1,三曰六艺，礼、乐、射、御、书、数,《周礼》,第三是六艺，即礼、乐、射、御、书、数。,中考实词合集
czss92,数,shù,3,,技艺,1,今夫弈之为数，小数也，不专心致志，则不得也。,《孟子·学弈》,下棋这种技艺，是小技艺；不专心致志，就学不会。,中考实词合集
czss92,数,shù,4,,几,1,以刀劈狼首，又数刀毙之。,《狼》,用刀劈开狼的脑袋，又连砍几刀杀死了它。,中考实词合集
czss92,数,shù,4,,几,2,棹数小舟，曳铁钯。,《河中石兽》,划着几只小船，拖着铁耙。,中考实词合集
czss92,数,shù,4,,几,3,如其言，果得于数里外。,《河中石兽》,按照他的话去找，果然在几里外找到了。,中考实词合集
czss92,数,shù,4,,几,4,夹岸数百步，中无杂树。,《桃花源记》,（溪流）两岸几百步的范围内，没有别的树。,中考实词合集
czss93,恃,,1,,依赖，倚仗,1,子何恃而往?,《为学》,你凭什么去呢？,中考实词合集
czss94,释,,1,,放下,1,有卖油翁释担而立，睨之久而不去。,《卖油翁》,有个卖油的老翁放下担子站着，斜着眼睛看了他很久也不离开。,中考实词合集
czss95,说,shuō,1,,陈述，诉说,1,及郡下，诣太守，说如此。,《桃花源记》,(渔人)到了郡里，去拜见太守，报告了这些情况。,中考实词合集
czss95,说,shuō,1,,陈述，诉说,2,莫说相公痴，更有痴似相公者！,《湖心亭看雪》,不要说相公您痴迷，还有比您更痴迷的人呢！,中考实词合集
czss95,说,shuō,2,,文体的一种，侧重于议论,1,《爱莲说》,《爱莲说》,《爱莲说》（谈论莲花的文章）。,中考实词合集
czss95,说,yuè,3,,通“悦”。高兴,1,学而时习之，不亦说乎?,《论语》十二章,学习并且按时去温习它，不也是很高兴的事吗？,中考实词合集
czss95,说,yuè,3,,通“悦”。高兴,2,秦王不说。,《唐雎不辱使命》,秦王不高兴了。,中考实词合集
czss96,私,,1,,偏爱,1,吾妻之美我者，私我也。,《邹忌讽齐王纳谏》,我的妻子认为我美，是偏爱我。,中考实词合集
czss97,素,,1,,白的，白色的,1,春冬之时，则素湍绿潭。,《三峡》,在春天和冬天的时候，就有白色的急流和碧绿的深潭。,中考实词合集
czss97,素,,2,,朴素，不加装饰,1,可以调素琴，阅金经。,《陋室铭》,可以弹奏不加装饰的琴，阅读佛经。,中考实词合集
czss98,汤,tāng,1,,开水，热水,1,日初出沧沧凉凉，及其日中如探汤。,《两小儿辩日》,太阳刚出来时，天气清凉；等到中午时，就像把手伸进热水里一样。,中考实词合集
czss98,汤,tāng,1,,开水，热水,2,媵人持汤沃灌。,《送东阳马生序》,丫鬟端着热水来（为我）浇水洗漱。,中考实词合集
czss98,汤,shāng,2,,复音词【汤汤】：大水急流的样子,1,浩浩汤汤，横无际涯。,《岳阳楼记》,水势浩大，波浪翻滚，宽广得没有边际。,中考实词合集
czss98,汤,shāng,2,,复音词【汤汤】：大水急流的样子,2,汤汤乎若流水。,《伯牙鼓琴》,浩浩荡荡啊，像流水一样。,中考实词合集
czss99,徒,,1,,空，光,1,亦免冠徒跣，以头抢地尔。,《唐雎不辱使命》,也不过是摘下帽子，光着脚，用头撞地罢了。,中考实词合集
czss100,亡,wáng,1,,灭亡,1,出则无敌国外患者，国恒亡。,《生于忧患，死于安乐》,在国外如果没有敌对国家和外来祸患的，国家就常常会灭亡。,中考实词合集
czss100,亡,wáng,1,,灭亡,2,此诚危急存亡之秋也。,《出师表》,这真是决定生死存亡的危急关头啊。,中考实词合集
czss100,亡,wú,2,,通“无”。没有,1,身亡所寄，废寝食者。,《杞人忧天》,身体没有寄托的地方，（为此）吃不下饭，睡不着觉的人。,中考实词合集
czss100,亡,wú,2,,通“无”。没有,2,天，积气耳，亡处亡气。,《杞人忧天》,天，不过是聚积的气体罢了，没有地方会没有气。,中考实词合集
czss100,亡,wú,2,,通“无”。没有,3,河曲智叟亡以应。,《愚公移山》,河曲的智叟无话可答。,中考实词合集
czss101,望,,1,,名誉，名望,1,先达德隆望尊，门人弟子填其室。,《送东阳马生序》,前辈道德高尚，声望很大，登门求教的学生挤满了他的屋子。,中考实词合集
czss102,委,,1,,抛弃，舍弃,1,与人期行，相委而去。,《陈太丘与友期行》,和朋友约好了一起出行，却抛下朋友自己走了。,中考实词合集
czss102,委,,1,,抛弃，舍弃,2,委而去之，是地利不如人和也。,《得道多助，失道寡助》,抛弃它而离开，这说明地利不如人和重要。,中考实词合集
czss103,为,,1,,做，干,1,行拂乱其所为。,《生于忧患，死于安乐》,他的所作所为总是不顺利。,中考实词合集
czss103,为,,1,,做，干,2,使人之所恶莫甚于死者，则凡可以辟患者何不为也?,《鱼我所欲也》,如果人们所厌恶的事情没有比死亡更严重的，那么凡是能够用来躲避祸患的方法，有什么理由不去做呢？,中考实词合集
czss103,为,,1,,做，干,3,若有作奸犯科及为忠善者。,《出师表》,如果有做坏事、触犯法令以及尽忠行善的人。,中考实词合集
czss103,为,,1,,雕刻，制作，制造,1,能以径寸之木，为宫室、器皿、人物。,《核舟记》,能够用直径一寸的木头，雕刻出宫室、器皿、人物。,中考实词合集
czss103,为,,1,,雕刻，制作，制造,2,通计一舟，为人五。,《核舟记》,总共计算一条船上，制作了五个人。,中考实词合集
czss103,为,,1,,雕刻，制作，制造,3,盖简桃核修狭者为之。,《核舟记》,大概是挑选了狭长的桃核来雕刻的。,中考实词合集
czss103,为,,2,,作为，当作,1,全石以为底。,《小石潭记》,用一整块石头作为潭底。,中考实词合集
czss103,为,,2,,作为，当作,2,武陵人捕鱼为业。,《桃花源记》,武陵郡有个人以打鱼为职业。,中考实词合集
czss103,为,,2,,担任，充当,1,温故而知新，可以为师矣。,《论语》十二章,温习旧的知识，从而获得新的理解与体会，就可以做老师了。,中考实词合集
czss103,为,,2,,担任，充当,2,孤岂欲卿治经为博士邪！,《孙权劝学》,我哪里是想让你研究经书当个博士呢！,中考实词合集
czss103,为,,2,,担任，充当,3,是以众议举宠为督。,《出师表》,因此大家商议推举他担任中部督。,中考实词合集
czss103,为,,3,,是,1,此不为远者小而近者大乎?,《两小儿辩日》,这不就是（说明）远的东西小而近的东西大吗？,中考实词合集
czss103,为,,3,,是,2,自以为大有所益。,《孙权劝学》,自己认为大有益处。,中考实词合集
czss103,为,,3,,是,3,以为顺流下矣。,《河中石兽》,认为（石兽）会顺着水流往下游去了。,中考实词合集
czss103,为,,3,,是,4,中峨冠而多髯者为东坡。,《核舟记》,中间那个戴着高高的帽子、长着浓密胡须的人是苏东坡。,中考实词合集
czss103,为,,3,,是,5,中轩敞者为舱。,《核舟记》,中间高起而宽敞的部分是船舱。,中考实词合集
czss103,为,,3,,是,6,宫中府中，俱为一体。,《出师表》,皇宫中的官员和丞相府中的官吏，都是一个整体。,中考实词合集
czss103,为,,3,,叫作，称为,1,北冥有鱼，其名为鲲。,《北冥有鱼》,北海有一条鱼，它被叫作鲲。,中考实词合集
czss103,为,,4,,变成，成为,1,必于石下迎水处啮沙为坎穴。,《河中石兽》,一定会在石头下面迎着水流的地方侵蚀泥沙形成坑穴。,中考实词合集
czss103,为,,4,,变成，成为,2,化而为鸟。,《北冥有鱼》,变化成一只鸟。,中考实词合集
czss103,为,,4,,变成，成为,3,酿泉为酒。,《醉翁亭记》,用泉水来酿酒。,中考实词合集
czss103,为,,4,,形成,1,为坻，为屿，为嵁，为岩。,《小石潭记》,（水中的石头）形成了小洲、小岛、不平的岩石和高峻的石岸。,中考实词合集
czss103,为,,5,,为了，给，替,1,以为世无足复为鼓琴者。,《伯牙鼓琴》,认为世上再没有值得为他弹琴的人了。,中考实词合集
czss103,为,,5,,为了，给，替,2,为人谋而不忠乎?,《论语》十二章,为别人谋划事情，有没有不尽心尽力呢？,中考实词合集
czss103,为,,6,,被,1,岂能为暴涨携之去?,《河中石兽》,怎么能被暴涨的河水带走呢？,中考实词合集
czss103,为,,6,,被,2,天子为动，改容式车。,《周亚夫军细柳》,天子被（周亚夫治军严整）所感动，改变了脸色，在车上俯身行礼。,中考实词合集
czss103,为,,7,,认为,1,孰为汝多知乎！,《两小儿辩日》,谁说你知识渊博呢！,中考实词合集
czss103,为,,7,,认为,2,众服为确论。,《河中石兽》,大家都认为这是确凿的言论。,中考实词合集
czss104,务,,1,,事务，事情,1,蒙辞以军中多务。,《孙权劝学》,吕蒙以军中事务繁忙为由推辞。,中考实词合集
czss104,务,,1,,事务，事情,2,经纶世务者，窥谷忘反。,《与朱元思书》,那些治理世俗事务的人，看到这样的山谷也会流连忘返。,中考实词合集
czss105,鲜,xiān,1,,新鲜,1,芳草鲜美，落英缤纷。,《桃花源记》,芳草鲜嫩美丽，落花纷纷。,中考实词合集
